age,sexe,taux,situationFamiliale,nbEnfantsAcharge,seconde_voiture,immatriculation
31155,21,M,158,En Couple,2,true,5733 AP 53
31161,47,F,1096,En Couple,3,true,3267 FR 34
31163,40,M,591,En Couple,1,true,4892 AE 33
31164,75,F,779,En Couple,0,true,2751 ML 39
31166,20,F,812,En Couple,3,true,9930 VU 85
31186,21,F,513,En Couple,1,true,2035 TL 72
31192,22,M,1193,En Couple,4,true,7761 DO 11
31195,55,F,454,En Couple,1,true,1199 GB 79
31199,26,F,427,En Couple,3,true,7964 PL 75
31203,20,F,1068,En Couple,0,true,9038 NF 70
31210,41,M,1207,En Couple,1,true,8504 OC 79
31211,25,M,589,En Couple,0,true,1662 WO 16
31216,51,M,522,En Couple,2,true,6786 BH 19
31220,34,M,209,En Couple,2,true,6033 NV 71
31233,75,F,824,En Couple,2,true,401 RN 72
31240,55,M,456,En Couple,2,true,6208 NC 68
31244,23,M,159,En Couple,4,true,7973 SB 35
31257,67,F,151,En Couple,0,true,156 SG 74
31273,76,F,1191,En Couple,0,true,4342 AS 11
31281,32,M,508,En Couple,1,true,8075 IA 19
31289,73,F,232,En Couple,4,true,5840 EM 52
31294,37,F,434,En Couple,4,true,8792 JB 56
31300,38,M,595,En Couple,2,true,4534 GA 19
31305,55,M,167,En Couple,0,true,7594 FR 25
31311,34,M,563,En Couple,2,true,6959 PX 79
31312,27,M,1198,En Couple,4,true,5191 SI 11
31315,38,F,430,En Couple,2,true,8925 NH 25
31317,66,M,460,En Couple,1,true,4336 YG 15
31319,19,M,192,En Couple,1,true,5025 ZZ 53
31328,75,M,228,En Couple,0,true,1396 FN 93
31353,36,?,914,En Couple,0,true,7305 NE 92
31361,49,M,576,En Couple,1,true,2851 VF 29
31363,69,M,463,En Couple,2,true,7505 CE 33
31372,76,M,1201,En Couple,1,true,1999 UA 11
31383,74,M,1327,En Couple,0,true,6572 PI 31
31390,56,F,178,En Couple,2,true,5691 GI 32
31405,41,F,831,En Couple,4,true,6645 VK 61
31411,21,M,544,En Couple,2,true,5050 RU 82
31433,26,F,831,En Couple,4,true,9936 JY 55
31443,22,M,239,En Couple,2,true,8389 ZC 49
31458,58,M,1042,En Couple,2,true,9239 GK 50
31459,51,M,407,En Couple,1,true,5353 UG 53
31478,19,M,226,En Couple,1,true,7859 JW 77
31480,25,M,566,Marié(e),4,true,5983 LB 30
31489,52,M,1083,En Couple,2,true,2748 CD 31
31503,35,F,508,En Couple,1,true,9774 IR 85
31506,25,F,175,En Couple,4,true,5429 TN 22
31510,56,M,459,En Couple,0,true,9308 KX 41
31512,56,M,728,En Couple,2,true,6120 KQ 95
31517,53,M,150,En Couple,2,true,3100 XJ 42
31523,33,M,478,En Couple,3,true,433 KJ 48
31526,55,M,421,En Couple,2,true,5584 WG 49
31552,77,M,475,En Couple,4,true,8836 XF 92
31563,27,M,517,En Couple,1,true,971 PJ 41
31564,37,M,561,En Couple,0,true,7382 ZH 96
31566,40,M,491,En Couple,2,true,8645 PQ 43
31577,73,M,544,En Couple,0,true,154 NQ 52
31578,42,M,1043,En Couple,0,true,8393 PA 75
31588,67,M,785,En Couple,0,true,2139 VF 10
31589,20,M,227,En Couple,0,true,5186 EA 66
31590,20,F,169,En Couple,1,true,37 XK 13
31611,53,M,1136,En Couple,2,true,5251 UW 23
31624,39,M,469,En Couple,1,true,5243 NV 88
31644,54,M,234,En Couple,1,true,985 AT 75
31649,81, ,477,En Couple,0,true,6879 TZ 83
31650,34,M,1301,En Couple,4,true,9780 WG 25
31659,33,M,554,En Couple,1,true,7616 HT 91
31661,23,M,1340,En Couple,0,true,1141 MB 73
31676,67,F,1069,En Couple,0,true,597 RR 66
31686,44,M,1266,En Couple,2,true,4789 GB 85
31706,55,M,224,En Couple,2,true,9940 OF 52
31708,32,M,449,En Couple,2,true,5098 EE 50
31710,77,M,594,En Couple,0,true,3664 ZP 26
31734,69,F,512,En Couple,2,true,8461 FC 30
31738,19,F,1046,En Couple,2,true,6208 HD 30
31776,60,M,1044,En Couple,1,true,4084 GG 53
31814,75,F,1090,En Couple,1,true,7899 NK 54
31819,47,F,442,En Couple,2,true,7507 ZA 60
31823,73,M,1114,En Couple,0,true,9232 UI 32
31828,28,F,972,En Couple,0,true,4070 OA 72
31832,66,M,518,En Couple,0,true,5121 QP 24
31833,83,M,1088,En Couple,4,true,7824 TO 96
31857,44,M,925,En Couple,2,true,1669 UK 82
31858,81,M,157,En Couple,0,true,8158 TO 23
31865,80,F,1386,En Couple,0,true,9149 PA 80
31883,47,F,546,En Couple,0,true,9214 YI 19
31884,73,F,405,En Couple,4,true,4137 BE 64
31888,31,F,150,En Couple,3,true,9515 QB 20
31895,20,M,859,En Couple,2,true,4927 PB 60
31912,20,F,453,En Couple,1,true,3082 HW 36
31918,66,M,795,En Couple,2,true,1234 CU 31
31928,45,M,503,En Couple,3,true,8941 VK 65
31944,71,M,456,En Couple,2,true,7950 VY 42
31953,36,M,570,En Couple,0,true,55 IR 64
31967,57,M,464,En Couple,2,true,4988 UH 11
31972,56,M,459,En Couple,2,true,4859 UI 10
31985,25,M,154,En Couple,1,true,5454 PD 86
31991,19,M,905,En Couple,3,true,6260 PZ 98
31998,23,F,243,En Couple,2,true,1090 KM 33
32008,71,F,454,En Couple,2,true,2766 PQ 52
32009,36,M,462,En Couple,1,true,1957 AV 96
32011,23,M,993,En Couple,4,true,5674 FV 85
32015,30,M,919,En Couple,0,true,7775 LG 68
32018,22,M,859,En Couple,0,true,9121 QA 88
32021,27,Homme,472,En Couple,0,true,9835 CJ 39
32026,78,M,1347,En Couple,2,true,1628 ZO 15
32034,59,F,525,En Couple,0,true,8195 WV 40
32039,82,F,572,En Couple,2,true,5914 UC 10
32052,38,Femme,579,En Couple,1,true,9759 LU 79
32058,21,M,511,En Couple,2,true,1821 JY 83
32065,66,F,495,En Couple,2,true,1697 VH 28
32073,22,M,461,En Couple,1,true,9845 XS 88
32074,76,M,234,En Couple,0,true,1489 BD 43
32076,43,Masculin,1014,En Couple,4,true,400 MH 84
32078,56,M,826,En Couple,3,true,9551 GW 93
32079,32,M,879,En Couple,1,true,2936 DB 77
32081,76,M,1120,En Couple,1,true,853 HY 26
32083,34,M,208,En Couple,4,true,6408 FM 69
32087,38,F,225,En Couple,0,true,141 MG 98
32088,32,M,237,En Couple,4,true,3008 WT 63
32092,22,M,456,En Couple,3,true,729 PO 13
32104,22,F,458,En Couple,2,true,1038 QI 24
32106,19,M,204,Marié(e),2,true,95 EW 83
32112,34,?,574,En Couple,1,true,9588 MW 98
32115,22,M,412,En Couple,1,true,2973 TJ 64
32124,84,M,797,En Couple,3,true,268 DE 68
32130,56,M,489,En Couple,1,true,1294 PK 44
32143,50,F,703,En Couple,3,true,5443 ZU 18
32149,37,M,202,En Couple,0,true,1701 DC 84
32150,61,F,1158,En Couple,1,true,7252 VN 60
32165,64,M,153,En Couple,4,true,7463 WO 87
32166,61,M,201,En Couple,2,true,6877 KN 64
32167,30,F,700,En Couple,4,true,528 JE 77
32184,26,F,523,En Couple,-1,true,7511 LQ 35
32189,25,M,1125,En Couple,1,true,9087 GW 76
32193,53,M,968,En Couple,0,true,5878 LP 51
32199,48,F,167,En Couple,2,true,2210 XO 82
32200,18,M,521,En Couple,0,true,9594 BP 50
32201,21,M,519,En Couple,1,true,4603 BY 21
32204,37,M,586,En Couple,0,true,2447 AU 23
32208,38,M,1160,En Couple,2,true,1955 DR 28
32219,25,M,230,En Couple,1,true,4598 RP 93
32223,24,F,485,En Couple,2,true,7878 ZK 36
32229,45,F,519,En Couple,3,true,816 JA 82
32245,41,M,424,En Couple,4,true,8027 OF 73
32250,49,Masculin,583,En Couple,3,true,8438 NY 54
32263,33,M,970,En Couple,3,true,6105 IO 12
32282,49,F,527,En Couple,4,true,9059 TI 57
32288,68,F,1117,En Couple,3,true,3316 AI 21
32315,36,M,1355,En Couple,2,true,1698 DD 33
32323,48,M,447,En Couple,2,true,9802 PL 82
32344,71,F,529,En Couple,0,true,9534 KA 75
32349,59,M,508,En Couple,1,true,9459 VT 54
32352,58,F,575,En Couple,1,true,1427 NG 23
32365,68,M,535,En Couple,2,true,278 MM 85
32369,34,M,451,En Couple,2,true,583 SK 49
32377,35,M,827,En Couple,2,true,2544 TR 26
32381,33,M,1342,En Couple,3,true,4962 XR 74
32382,31,M,578,En Couple,0,true,2111 ZE 74
32389,73,M,569,Marié(e),3,true,8151 QA 51
32393,23,F,407,En Couple,1,true,9491 UL 38
32398,32,M,856,En Couple,3,true,8327 YX 39
32402,24,M,550,En Couple,3,true,2406 AI 63
32405,50,M,1129,En Couple,0,true,8659 AG 48
32414,43,M,233,En Couple,1,true,6665 KI 56
32418,30,M,550,En Couple,0,true,1611 XB 58
32419,50,M,747,Marié(e),2,true,8735 OH 20
32423,42,F,571,En Couple,3,true,4643 SX 12
32428,37,M,456,En Couple,0,true,8863 QB 22
32437,46,F,?,En Couple,1,true,3842 SZ 50
32449,22,M,913,En Couple,3,true,617 AL 25
32450,45,M,517,En Couple,2,true,9196 FE 61
32461,24,M,915,En Couple,0,true,7414 XA 27
32466,52,F,545,En Couple,0,true,3768 PO 55
32467,57,F,821,En Couple,-1,true,8889 EF 36
32473,62,M,1278,En Couple,2,true,978 GW 21
32494,32,F,1183,En Couple,2,true,6522 MF 72
32514,74,F,533,En Couple,0,true,6408 VW 72
32515,54,M,200,En Couple,0,true,5720 SB 35
32525,25,F,185,En Couple,3,true,5992 NF 18
32529,23,M,535,En Couple,1,true,5710 BW 78
32530,57,M,418,En Couple,4,true,9949 GT 55
32555,63,F,245,En Couple,0,true,1898 FQ 39
32556,28,F,538,En Couple,1,true,9492 OK 24
32557,79,M,153,En Couple,2,true,9226 QV 93
32559,18,M,952,En Couple,0,true,4204 FT 27
32583,62,M,514,En Couple,0,true,9306 XB 31
32589,36,F,545,En Couple,2,true,6252 XS 49
32593,29,M,232,En Couple,1,true,5999 XT 46
32595,43,M,1059,En Couple,1,true,3690 IE 54
32603,41,M,1347,En Couple,2,true,3121 GW 96
32609,24,F,507,En Couple,2,true,5847 ZC 40
32610,48,M,588,En Couple,1,true,7010 VN 71
32611,41,M,552,En Couple,4,true,7542 WL 12
32613,73,F,1368,En Couple,1,true,3663 YM 90
32622,79,M,560,En Couple,4,true,107 QX 87
32626,73,M,480,En Couple,4,true,2803 TC 24
32627,48,M,569,En Couple,3,true,7735 QF 64
32632,44,M,589,En Couple,0,true,6655 AD 77
32635,21,F,184,En Couple,3,true,1803 LX 66
32648,38,F,530,En Couple,3,true,9741 SW 41
32667,48,M,184,En Couple,4,true,4293 LD 30
32681,26,M,576,En Couple,1,true,8776 RQ 86
32682,60,M,408,En Couple,3,true,6981 CT 61
32687,73,M,554,En Couple,1,true,6755 BY 36
32701,18,F,235,En Couple,0,true,308 BL 21
32707,58,F,1334,En Couple,1,true,7289 BH 71
32719,82,M,567,En Couple,2,true,2721 YI 75
32726,23,M,438,En Couple,1,true,593 CO 42
32728,19,M,874,En Couple,4,true,5720 TQ 62
32732,32,F,1323,En Couple,3,true,4150 JL 59
32741,42,M,957,En Couple,2,true,7246 KX 37
32746,22,M,1299,En Couple,0,true,7373 LX 61
32749,54,F,221,En Couple,0,true,8527 LZ 80
32762,53,F,970,En Couple,1,true,5948 HB 75
32765,75,F,440,En Couple,4,true,8365 IJ 10
32774,28,F,954,En Couple,2,true,800 WR 39
32775,50,M,933,En Couple,0,true,5016 CX 20
32782,48,M,519,En Couple,0,true,479 KP 57
32784,52,M,591,En Couple,0,true,1218 DG 37
32794,51,M,231,En Couple,1,true,6032 PR 21
32795,33,M,435,En Couple,4,true,258 RZ 11
32796,52,F,548,En Couple,1,true,9385 DS 83
32803,26,F,465,En Couple,3,true,2863 OK 98
32806,48,M,443,En Couple,0,true,4658 XO 41
32818,53,M,477,En Couple,2,true,1621 OY 81
32828,59,M,477,En Couple,0,true,2215 PJ 39
32842,34,M,509,En Couple,0,true,4087 JL 70
32847,67,F,789,En Couple,2,true,2226 PD 94
32861,42,M,454,En Couple,1,true,6975 QT 85
32864,34,M,896,En Couple,0,true,50 MC 86
32882,59,M,1168,En Couple,0,true,5477 SB 53
32884,32,M,462,En Couple,3,true,5231 QJ 40
32886,24,M,537,En Couple,1,true,9600 PC 91
32889,80,F,420,En Couple,0,true,7971 PL 16
32892,48,M,575,En Couple,2,true,3773 IF 81
32905,26,M,718,En Couple,0,true,4986 OG 36
32911,28,M,173,En Couple,2,true,4645 TO 46
32921,52,F,536,En Couple,2,true,9601 RV 43
32923,65,M,405,En Couple,1,true,2151 DN 34
32943,73,F,248,En Couple,1,true,3303 FU 13
32944,79,M,1364,En Couple,0,true,8034 QS 90
32961,43,M,407,En Couple,2,true,9054 SF 59
32966,67,F,414,En Couple,4,true,9370 UD 86
32970,29,M,564,En Couple,2,true,7314 AN 78
32972,18,M,1199,En Couple,2,true,3246 XL 63
32979,26,M,1107,En Couple,3,true,923 ZT 51
32982,70,Féminin,1192,En Couple,2,true,856 WC 55
33006,36,M,536,En Couple,4,true,765 GR 54
33007,29,M,803,En Couple,0,true,4573 KE 61
33018,47,F,246,En Couple,2,true,9391 PH 20
33021,20,M,231,En Couple,4,true,3383 ZD 59
33031,56,M,582,En Couple,2,true,2376 HZ 52
33050,35,M,546,En Couple,0,true,7831 TJ 79
33095,54,F,1387,En Couple,3,true,6504 BT 62
33100,31,M,1161,En Couple,1,true,5173 QY 53
33106,34,M,193,En Couple,3,true,6767 XS 11
33113,44,M,786,En Couple,4,true,7468 XV 94
33121,43,Homme,713,En Couple,0,true,660 DW 12
33135,18,M,579,En Couple,0,true,9775 UH 27
33145,47,F,566,En Couple,1,true,8189 FU 75
33146,58,M,489,En Couple,1,true,2868 ZB 74
33147,83,M,569,En Couple,2,true,6215 MZ 34
33151,45,F,522,En Couple,3,true,6132 RD 94
33159,24,F,559,En Couple,3,true,2811 QU 50
33170,54,M,1039,En Couple,1,true,5207 QY 73
33171,20,F,873,En Couple,2,true,2775 TW 82
33173,60,F,198,En Couple,1,true,4522 LL 56
33174,24,M,848,En Couple,4,true,2589 PF 47
33180,48,F,520,En Couple,4,true,2964 KI 40
33183,49,M,242,En Couple,1,true,3346 JQ 63
33185,61,F,591,En Couple,0,true,8199 JE 47
33192,81,M,488,En Couple,1,true,549 BS 42
33193,26,M,214,En Couple,1,true,1848 XQ 96
33196,23,F,436,En Couple,1,true,7091 LG 80
33198,43,F,732,En Couple,2,true,2041 GF 70
33203,35,M,478,En Couple,1,true,7613 OY 98
33213,27,F,817,En Couple,2,true,7304 YO 57
33222,26,M,450,En Couple,2,true,8111 YV 41
33227,24,M,513,En Couple,3,true,5251 FB 65
33244,68,F,581,En Couple,2,true,5636 EJ 37
33253,28,M,443,En Couple,0,true,7597 TI 14
33261,33,F,160,En Couple,4,true,2639 AP 33
33273,77,F,513,En Couple,3,true,6422 AP 17
33288,55,M,990,En Couple,0,true,4261 UW 90
33297,41,M,1334,En Couple,1,true,9989 UT 20
33300,35,M,815,En Couple,3,true,2786 ZJ 33
33310,61,M,535,En Couple,2,true,1746 TE 42
33345,29,F,583,En Couple,2,true,4015 YZ 38
33347,72,M,1247,En Couple,0,true,2342 KH 54
33351,22,F,1115,En Couple,4,true,2176 OE 43
33365,36,M,580,En Couple,0,true,6345 MR 72
33397,51,M,471,En Couple,3,true,5960 XZ 63
33402,78,M,515,En Couple,0,true,7367 KF 72
33403,49,M,539,En Couple,2,true,5221 QZ 75
33413,38,M,202,En Couple,2,true,2596 KE 58
33419,28,F,564,En Couple,2,true,6414 XB 98
33437,22,M,205,Marié(e),4,true,9866 RE 43
33444,30,F,1231,En Couple,3,true,7414 FE 61
33445,51,M,558,En Couple,3,true,6547 UR 42
33459,27,F,422,En Couple,0,true,3250 JB 48
33465,46,F,537,En Couple,2,true,7410 FK 36
33474,44,M,885,En Couple,3,true,5852 LA 24
33479,52,M,592,En Couple,4,true,5096 PU 16
33484,25,F,537,En Couple,2,true,8200 KQ 98
33489,26,M,241,En Couple,2,true,8291 ME 71
33493,57,M,1138,En Couple,0,true,9912 XT 38
33514,83,Femme,552,En Couple,1,true,4991 SI 15
33515,50,F,558,En Couple,2,true,5210 RP 64
33525,23,M,163,En Couple,0,true,2921 MJ 48
33528,84,M,581,En Couple,3,true,244 OB 25
33530,22,M,1311,En Couple,0,true,2932 KE 56
33532,25,F,544,En Couple,0,true,293 YT 95
33535,25,M,437,En Couple,3,true,8382 KN 45
33554,58,M,537,En Couple,1,true,8324 MV 70
33555,22,M,437,En Couple,4,true,5076 QR 72
33561,77,M,410,En Couple,3,true,4407 UQ 59
33568,40,M,1033,En Couple,2,true,6217 OO 33
33569,35,M,404,En Couple,4,true,6705 EU 89
33573,24,F,513,En Couple,3,true,327 PB 54
33579,68,M,194,En Couple,3,true,3402 GR 79
33587,47,M,-1,En Couple,1,true,9808 ZV 22
33590,36,M,1125,En Couple,2,true,353 VV 25
33600,34,M,531,En Couple,1,true,193 MN 63
33608,36,M,158,En Couple,2,true,5803 KH 28
33619,20,M,437,En Couple,2,true,7277 NX 80
33624,54,M,1187,En Couple,2,true,4007 BE 72
33633,27,M,589,En Couple,2,true,9634 TS 26
33662,54,Femme,498,En Couple,0,true,3016 UP 41
33681,19,M,551,En Couple,1,true,8452 WA 36
33687,22,M,587,En Couple,3,true,4537 JC 55
33693,57,F,493,En Couple,0,true,9176 UN 85
33695,63,M,483,En Couple,1,true,967 VJ 27
33698,34,M,412,En Couple,1,true,3746 ZI 51
33719,54,M,1024,En Couple,2,true,7436 FL 76
33723,36,M,236,En Couple,2,true,2279 KJ 32
33755,37,M,235,En Couple,2,true,3442 NO 86
33767,51,F,479,En Couple,2,true,8490 CM 77
33769,67,M,1047,En Couple,0,true,5932 RF 60
33770,74,M,182,En Couple,4,true,6064 WJ 27
33778,55,M,438,En Couple,4,true,2639 TH 48
33789,46,M,477,En Couple,3,true,9302 VN 78
33791,44,M,564,En Couple,0,true,7740 XG 61
33793,20,F,851,En Couple,2,true,1868 PX 58
33804,39,M,598,En Couple,4,true,4807 MW 53
33811,81,M,489,En Couple,1,true,485 NW 60
33813,49,M,1036,En Couple,1,true,2631 PI 57
33814,18,M,484,En Couple,2,true,3229 EN 71
33822,59,M,1177,En Couple,4,true,1825 SU 70
33831,55,M,543,En Couple,0,true,3618 KZ 66
33845,52,M,467,En Couple,1,true,3325 MJ 26
33846,26,M,596,En Couple,1,true,4979 BB 55
33865,22,M,883,En Couple,3,true,4127 XE 65
33868,29,M,900,En Couple,1,true,6340 FV 79
33869,22,M,181,En Couple,0,true,8545 RJ 27
33884,26,F,973,En Couple,4,true,6730 WM 35
33889,48,M,481,En Couple,0,true,2264 GW 62
33896,52,F,1078,En Couple,0,true,9746 YP 52
33897,58,M,778,En Couple,1,true,3740 DN 79
33898,24,M,763,En Couple,2,true,1588 BR 56
33900,26,M,457,En Couple,1,true,7719 AE 46
33916,24,F,1140,En Couple,4,true,4857 BW 48
33930,52,M,1344,En Couple,2,true,6263 KI 26
33934,51,M,230,En Couple,1,true,5959 MN 30
33940,58,M,566,En Couple,0,true,8817 YW 90
33942,69,M,559,En Couple,2,true,968 QD 91
33951,33,M,451,En Couple,0,true,650 UO 27
33952,66,M,226,En Couple,0,true,449 RX 41
33961,30,M,449,En Couple,4,true,9735 XJ 81
33964,45,F,436,En Couple,1,true,5830 AJ 25
33965,44,M,505,En Couple,2,true,3863 CW 65
33978,27,F,832,En Couple,0,true,8386 KN 35
33979,31,M,962,En Couple,3,true,7709 SL 80
33982,56,M,196,En Couple,0,true,607 GL 47
33984,62,F,1072,En Couple,2,true,3582 XW 18
34005,50,M,427,En Couple,4,true,4114 QG 11
34027,53,M,229,En Couple,0,true,2610 BB 18
34031,72,M,1277,En Couple,0,true,591 VZ 39
34033,69,F,249,En Couple,3,true,1827 LC 68
34036,49,M,568,En Couple,2,true,2336 QR 75
34045,76,M,578,N/D,2,true,9088 HE 35
34054,40,M,1035,En Couple,1,true,462 QJ 30
34080,36,M,1248,En Couple,3,true,2921 QS 11
34093,21,F,227,En Couple,2,true,8923 TP 39
34095,40,M,176,En Couple,0,true,1591 CL 87
34113,22,M,152,En Couple,0,true,663 NS 61
34117,46,M,446,En Couple,0,true,639 JJ 96
34119,43,M,587,En Couple,2,true,3318 CL 66
34129,20,F,449,En Couple,3,true,3883 PY 82
34159,69,M,461,En Couple,3,true,4225 DN 39
34160,43,M,569,En Couple,3,true,145 XQ 36
34164,41,F,415,En Couple,0,true,7713 NE 64
34174,21,F,421,En Couple,2,true,8238 RT 35
34182,28,F,548,En Couple,4,true,9944 HI 70
34195,29,M,1141,En Couple,4,true,5018 OV 85
34201,21,F,1207,En Couple,3,true,261 BB 11
34202,77,M,489,En Couple,1,true,9594 GF 85
34206,44,M,486,En Couple,4,true,484 PB 69
34211,83,F,551,En Couple,3,true,1780 ZI 79
34223,21,Femme,216,En Couple,2,true,9165 ND 46
34233,21,M,182,En Couple,1,true,6487 XF 30
34234,67,M,1039,En Couple,0,true,7965 WB 64
34259,67,M,566,En Couple,1,true,408 DX 88
34263,22,F,927,En Couple,0,true,9489 CG 12
34264,21,M,210,En Couple,3,true,3008 SH 29
34274,66,F,403,En Couple,2,true,7973 IY 78
34279,84,M,554,En Couple,1,true,9217 VH 15
34290,78,M,511,En Couple,1,true,9715 XU 29
34292,18,F,195,En Couple,4,true,8282 VE 10
34294,59,M,1350,En Couple,3,true,7348 JT 78
34299,58,M,745,En Couple,0,true,6729 XA 72
34300,42,M,1278,En Couple,1,true,1334 VU 80
34312,39,M,1285,En Couple,4,true,3975 EB 24
34318,45,M,459,En Couple,3,true,1055 YH 10
34325,36,M,1029,En Couple,2,true,8114 CL 24
34329,54,F,151,En Couple,0,true,6336 MO 72
34330,25,F,589,En Couple,1,true,3369 CO 90
34334,43,M,563,En Couple,2,true,5424 PJ 13
34336,27,M,190,En Couple,0,true,5776 NC 23
34365,63,M,160,En Couple,2,true,9894 HS 14
34367,23,M,412,En Couple,4,true,1530 EE 59
34371,59,M,496,En Couple,3,true,1858 JW 10
34385,71,F,599,En Couple,1,true,7824 IG 46
34386,55,M,878,En Couple,2,true,1940 VL 15
34425,29,M,506,En Couple,3,true,3950 XG 61
34436,29,M,245,En Couple,1,true,2985 XK 97
34439,56,F,489,En Couple,2,true,7225 NK 28
34448,36,M,966,En Couple,2,true,7747 PU 76
34453,23,F,911,En Couple,1,true,492 AH 98
34475,39,M,522,En Couple,0,true,7660 WY 14
34478,64,F,443,En Couple,0,true,8559 JI 12
34493,23,M,1286,En Couple,1,true,7891 SY 30
34496,64,M,515,En Couple,2,true,4053 LV 92
34501,59,F,547,En Couple,0,true,9280 MJ 36
34502,39,F,215,En Couple,2,true,3236 IW 56
34503,18,M,480,En Couple,3,true,6933 YK 16
34506,59,M,433,En Couple,3,true,5022 DA 37
34519,36,F,492,En Couple,0,true,3643 SX 38
34526,61,F,591,En Couple,0,true,8544 WU 63
34533,19,M,554,En Couple,3,true,8977 TH 27
34539,26,M,1170,En Couple,3,true,6026 OO 78
34546,47,F,593,En Couple,1,true,885 KF 13
34554,35,M,202,En Couple,2,true,2831 UM 95
34564,24,M,1355,En Couple,4,true,675 XC 27
34569,54,M,721,En Couple,2,true,8650 AW 20
34575,40,M,166,En Couple,0,true,2100 VS 28
34577,31,M,164,En Couple,1,true,7572 NZ 78
34583,32,F,456,En Couple,2,true,8538 KI 97
34586,37,M,458,En Couple,2,true,1264 YM 68
34587,45,F,712,En Couple,2,true,6351 DJ 20
34590,41,F,242,En Couple,2,true,9727 MQ 91
34594,54,M,431,En Couple,0,true,6818 XE 13
34597,84,M,406,En Couple,2,true,6148 ZA 90
34616,66,F,180,En Couple,4,true,9000 NR 19
34654,31,M,160,En Couple,1,true,4016 KH 54
34660,18,Homme,570,En Couple,2,true,1388 YS 76
34662,41,M,448,En Couple,0,true,7545 IP 48
34676,57,F,527,En Couple,4,true,5365 AQ 46
34690,21,M,580,En Couple,0,true,597 HN 74
34696,31,M,1061,En Couple,2,true,1106 JU 83
34705,75,M,940,En Couple,1,true,8182 AM 43
34708,44,M,442,En Couple,2,true,11 UQ 10
34725,25,M,448,En Couple,2,true,2703 DT 72
34729,18,F,1043,En Couple,4,true,2982 RB 94
34732,33,M,943,En Couple,2,true,6281 NQ 68
34738,32,M,239,En Couple,2,true,5787 EB 98
34739,59,F,155,En Couple,2,true,347 QH 21
34749,21,M,560,En Couple,1,true,7333 PK 58
34758,25,M,514,En Couple,1,true,9385 SO 38
34763,71,M,412,En Couple,3,true,258 HO 45
34782,31,M,542,En Couple,1,true,7431 GH 59
34798,37,M,236,En Couple,1,true,5374 CY 37
34799,24,M,443,En Couple,0,true,564 FT 82
34805,23,M,739,En Couple,4,true,8743 XL 37
34808,29,F,1285,En Couple,1,true,8753 IB 54
34824,24,M,156,En Couple,1,true,4064 JR 11
34841,28,F,438,En Couple,2,true,284 OU 81
34853,26,M,587,En Couple,2,true,3491 TY 69
34854,25,M,515,En Couple,2,true,1221 CQ 28
34863,35,F,534,En Couple,0,true,4052 UJ 45
34864,52,F,752,En Couple,2,true,2350 OU 22
34873,19,M,1357,En Couple,4,true,9352 SC 86
34877,58,F,427,En Couple,1,true,1354 AI 36
34881,78,M,1137,En Couple,3,true,1279 WA 28
34885,38,M,238,En Couple,0,true,4377 HM 56
34903,55,M,782,En Couple,1,true,3829 SO 92
34905,45,M,445,En Couple,2,true,7940 DL 53
34908,39,M,420,En Couple,1,true,5366 HB 49
34911,59,M,1344,En Couple,1,true,6784 CB 90
34921,59,M,400,En Couple,0,true,1546 FH 53
34924,37,F,1262,En Couple,0,true,4875 MH 38
34926,62,F,1185,En Couple,2,true,4575 LL 75
34931,72,F,488,En Couple,2,true,8555 JD 49
34937,82,M,430,En Couple,3,true,8657 JI 86
34948,39,M,915,En Couple,0,true,993 IX 11
34961,22,M,1207,En Couple,3,true,1827 ND 48
34992,23,M,1243,En Couple,2,true,1887 XW 24
35002,58,M,509,En Couple,0,true,1325 GV 81
35013,79,M,579,En Couple,3,true,8775 FE 62
35015,29,M,528,En Couple,2,true,8068 OG 98
35022,34,F,246,En Couple,0,true,9904 OI 29
35033,46,M,535,En Couple,3,true,251 CI 16
35039,78,M,171,En Couple,0,true,6521 PG 58
35042,51,M,592,En Couple,1,true,7156 CO 16
35043,37,M,803,En Couple,0,true,722 WY 12
35061,47,M,438,En Couple,2,true,5024 TP 61
35066,79,F,422,En Couple,1,true,7301 OF 95
35085,49,M,210,En Couple,4,true,210 AX 19
35087,67,F,240,En Couple,0,true,1157 UV 67
35089,37,M,442,En Couple,3,true,5229 LE 75
35103,51,M,207,En Couple,3,true,1393 FO 31
35115,62,M,557,En Couple,1,true,353 QJ 93
35120,58,M,1103,En Couple,2,true,4487 RI 83
